id,body,index,trail_id,created_at,updated_at
897,"Turn right and follow the Breakneck Mountain Trail along the ridge of Breakneck Mountain. Soon, the trail passes West Pointing Rock, a large boulder with a sharp projection on its west side. The trail often emerges onto open rock slabs. At one point, it passes between two glacial erratics as it traverses an open rock slab. As the trail approaches the northeastern end of Breakneck Pond, the pond can be glimpsed through the trees to the left.",6,87,2014-11-25 03:24:19.00732,2014-11-25 03:24:19.00732
898,"A short distance beyond, the Breakneck Mountain Trail ends at a junction with the yellow-blazed Suffern–Bear Mountain Trail. Continue straight ahead, following the yellow blazes downhill to the right toward the Third Reservoir.",7,87,2014-11-25 03:24:19.009361,2014-11-25 03:24:19.009361
899,"After passing the western end of the reservoir, the trail climbs over Ladentown Mountain and descends to Woodtown Road. It crosses the road and a stream and soon reaches a junction (marked with cairns) with the Red Arrow Trail. Turn left onto the Red Arrow Trail, which skirts the edge of a swamp and descends, passing old rock walls on the left. The trail bears right at a fork, then bears right again and continues uphill on a woods road.",8,87,2014-11-25 03:24:19.011125,2014-11-25 03:24:19.011125
900,"Soon, you'll reach the end of the Red Arrow Trail, marked by a triple blaze. Turn left onto the Tuxedo–Mt. Ivy Trail and follow it downhill to your car, now retracing the route you followed at the start of the hike.",9,87,2014-11-25 03:24:19.012858,2014-11-25 03:24:19.012858
901,"My favorite hikes are in , where one can find trails offering great natural beauty and, even on the busiest of days, solitude for miles at a time with elevation changes measured in hundreds of feet. So it was with some hesitation combined with high expectation that I decided to take a train from northern New Jersey into lower Manhattan to walk the High Line -- a most unusual rail-to-trail conversion, a half mile long and 30 feet above street level.",0,88,2014-11-25 03:24:19.017026,2014-11-25 03:24:19.017026
902,"Because Section 1 of the High Line is so short (it will double in length to one mile when Section 2 is completed in the Spring, 2011), I decided to start hiking at the site of the World Trade Center and make my way along the east bank of the Hudson River. A good map of the financial district is very helpful since street patterns are fluid due to major construction projects. An information booth is across the street from the PATH station exit. There are multiple routes to get to the Hudson River; the directions below indicate one of them.",1,88,2014-11-25 03:24:19.018969,2014-11-25 03:24:19.018969
903,&nbsp;,2,88,2014-11-25 03:24:19.020739,2014-11-25 03:24:19.020739
904,"><strong>World</strong><strong> Trade Center</strong><strong> Site</strong>&nbsp;</h3>
<p>An unexpected urban trailhead: Begin your hike at the exit of the temporary PATH station, located on Vesey Street where Greenwich Street is interrupted by the WTC site; turn right to follow the crowds walking east along Vesey, away from the Hudson River, one long block to Church Street.",3,88,2014-11-25 03:24:19.022385,2014-11-25 03:24:19.022385
962,"In another half a mile, the bike path descends rather steeply to the river level (this portion of the path is paved). You're now at the site of Rockland Landing South, where ice from Rockland Lake was once shipped to New York City by boat. You'll pass some more abandoned buildings and see wooden pilings in the river - the remains of former docks.",9,90,2014-11-25 03:24:19.145476,2014-11-25 03:24:19.145476
905,"At an extremely busy intersection, turn right on Church Street, where you must walk on its eastern-most sidewalk, and quickly reach the back of  and its cemetery. It is Manhattan's oldest public building in continuous use and served as a place of rest and refuge for recovery workers after September 11, 2001. Walk four short blocks south on Church Street [name changes to Trinity Place], to Liberty Street. Before turning right on Liberty Street, look for the first of several large orange signs fastened on poles with directions to ""World Financial Center, North Cove Marina, Battery City Park.""",4,88,2014-11-25 03:24:19.024024,2014-11-25 03:24:19.024024
906,"Walk west along Liberty Street for one block to the NYFD Engine #10 and Ladder #10 Firehouse. Liberty Street is closed at this point, where another orange sign directs you left. [There is no visible street name, a map suggests the continuation of Greenwich Street south of the WTC site]. &nbsp;Once you have turned left the  comes into view, a 56-foot bronze bas-relief sculpture in honor of the 343 fallen firefighters. &nbsp;What looks like a more homegrown memorial, that includes the firefighters' photographs, is closer to the Liberty Street intersection and attracted the largest crowd the day I visited. This is a place to linger and reflect. At this point, since leaving the PATH station, the walk has covered about a third of a mile clockwise around roughly one-half of the current perimeter of the WTC site.",5,88,2014-11-25 03:24:19.025729,2014-11-25 03:24:19.025729
907,&nbsp;,6,88,2014-11-25 03:24:19.027415,2014-11-25 03:24:19.027415
908,"><strong>
<p>Continue south one block along Greenwich Street to Albany Street and turn right where another orange sign points out the direction. From here it is a straight walk west along Albany Street across the very wide West Street [ignore the orange sign at this intersection], beyond a cul-du-sac and through what I later realized was an outdoor sculpture, Ned Smyth's ""Upper Room"" [1987]. But at this moment, after the congestion, noise, and twists and turns around the WTC site, the view of the Hudson River overwhelms. Just across the river is the famous  and the Manhattan-esque, but newer and shinier, Jersey City skyline; further south are the views of iconic Ellis Island and the Statue of Liberty.&nbsp;",7,88,2014-11-25 03:24:19.029077,2014-11-25 03:24:19.029077
909,"You have arrived at The Esplanade, which runs along Battery City Park from Historic Battery Park at the tip of Manhattan north to Stuyvesant High School paralleling the Hudson River--it has been called a ""pedestrian's paradise."" [An excellent on-line map is accessible at The Esplanade link above, which also shows where other public art is sited.] The Esplanade is a wide, leafy, walkway with plenty of benches on which to sit and enjoy the views before undertaking more serious hiking. Bicycles are allowed on the pathway nearest the river, but prohibited on another one running behind rows of park benches.&nbsp;",8,88,2014-11-25 03:24:19.030766,2014-11-25 03:24:19.030766
910,"From the end of Albany Street, go up river on The Esplanade for two-tenths of a mile or so [these distances come from pedometer readings] to North Cove Marina, where the World Financial Center is located, look carefully and you will see it is due west of the WTC site. In the northeast corner of an expansive and beautiful public space is the Winter Garden Atrium, with its towering glass planes reaching 10 stories skyward. The wind and dust storm created by the collapsing Twin Towers blew out practically all the glass, .&nbsp; Upon its reopening in 2002 the Atrium gained the distinction of being the first major structure to be rebuilt after 9-11. There is a very different feeling at this site, compared to the NYFD Memorial Wall, perhaps because the one celebrates the fast return of commercialism and the other the calls attention to the lingering heartbreak of human tragedy.",9,88,2014-11-25 03:24:19.032463,2014-11-25 03:24:19.032463
911,"If you need to, the Food Court here provides an opportunity to stop and eat, and use the very clean bathrooms [as NYC visitors and residents know, this is often a very precious find].",10,88,2014-11-25 03:24:19.034836,2014-11-25 03:24:19.034836
912,"The remaining walkway along the Esplanade is utterly delightful, from watching boat traffic on the river to children running around in playgrounds -- even freely rolling on grass in a small park prohibiting dogs. You soon reach the point where the walkway, which actually juts out into the Hudson, turns 90 degrees inland heading east towards West Street. Just before you turn, the  air shafts can be seen ahead off in the distance. As you approach West Street, Stuyvesant High School is on your right.",11,88,2014-11-25 03:24:19.037053,2014-11-25 03:24:19.037053
913,&nbsp;,12,88,2014-11-25 03:24:19.038923,2014-11-25 03:24:19.038923
914,"><strong>
<p>At West Street, I thought my planned route was a disaster. Not only is &nbsp;the street extremely noisy, the path paralleling it is relatively narrow and open to bike traffic. Both seemed a little dangerous. Enter the path carefully looking left and right. In three-tenths of a mile, at Laight Street, a pedestrian-only walkway closer to the river heads north. [When it is completed, perhaps early in 2011, it will connect directly to The Esplanade]. Before turning left to leave the shared biker-hiker pathway, look around to avoid being brushed or hit.",13,88,2014-11-25 03:24:19.04073,2014-11-25 03:24:19.04073
915,"The bike-free walkway you are about to enter is not as leafy as The Esplanade, yet it still offers wide open views of the Hudson River and now, from this point, its numerous piers and deteriorated pile fields. &nbsp;Much to my surprise, there is even a slightly elevated Nature Boardwalk-- with native plantings and quiet resting areas, an unexpected anticipation of the High Line, which incorporates similar features. The boardwalk spans three short blocks from Laight Street to Watts Street and serves as a buffer between West Street/the bike path and the wide pedestrian-only path. All three paths are part of Hudson River Park, which extends from Battery Park to 59th Street and is said to be the largest open space project to undergo construction since the completion of Central Park. , or pick up a printed copy at one of the comfort station locations.",14,88,2014-11-25 03:24:19.042688,2014-11-25 03:24:19.042688
916,"Some ""Pier"" highlights as you hike north along Hudson River Park:",15,88,2014-11-25 03:24:19.044373,2014-11-25 03:24:19.044373
917," type=""disc"">
<li>Pier 34, just north of Canal Street: a ""U""-shaped pier leading out to the Holland Tunnel air shaft. Southern leg only is open to pedestrians.</li>
<li>Pier 20, W. Houston Street: an enclosed parking garage with playing fields in an open courtyard -- seeing the grassy playing area inside is rather jarring; the outside perimeter of the structure is open for hiking. Comfort station, food.</li>
<li>Pier 45, north of Christopher Street: a small park jutting into the Hudson; comfort station; food. For reference, the PATH station for the return trip to Hoboken is three and a half blocks east on Christopher Street. &nbsp;</li>
<li>Pier 51, Jane Street: children play area. Comfort station, food.</li>
</ul>
<p>At Pier 51, with the massive NYC Department of Sanitation building just ahead, exit Hudson River Park taking a gentle turn east to Horatio Street. &nbsp;[My pedometer measures three miles from the start of the hike.] Proceed carefully across West Street, and continue on Horatio Street for one block to Washington Street. Turn left and walk one block north to Ganesvoort Street. At the corner the High Line majestically comes into view looming overhead. &nbsp;",16,88,2014-11-25 03:24:19.046034,2014-11-25 03:24:19.046034
918,&nbsp;,17,88,2014-11-25 03:24:19.047702,2014-11-25 03:24:19.047702
919,"><strong>
<p>Current hours are 7am to 10pm daily [last entrance at 9:45pm], but check the High Line web site in case of changes. No dogs are allowed on the High Line.",18,88,2014-11-25 03:24:19.049342,2014-11-25 03:24:19.049342
921,"In contrast to its beginning around the WTC site, this part of the hike exudes calm. Even at street level the traffic is lighter and less noisy. From the street level <strong>Ganesvoort</strong><strong> Plaza</strong>, an area paved in concrete underneath the rail bed, rises a wide and gently sloped staircase with two long landings to ease the ascent. A mere 45 steps up is the only elevation gain above sea level on this hike. &nbsp;For those still needing an assist, elevator access is at the 14th Street and 16th Street entrances. You can't take a wrong turn on this part of the hike; I still recommend downloading and printing a  beforehand. &nbsp;Also look for a similar, but annotated, map in the ""flowers"" link below; scroll down to ""High Line Planting Design and Landscape Zones""--it's a very informative resource.&nbsp;",20,88,2014-11-25 03:24:19.054841,2014-11-25 03:24:19.054841
922,"The High Line is not a ""let's-pave-a-rail-bed"" project, with blacktop stretching endlessly in front of you. As you emerge from the staircase the first impression is of a carefully designed urban landscape that is paradoxically populated with unruly tall grasses, bushes, small trees, and other native plants. This was a conscious effort to keep the types of vegetation that grew wild during the time the track was abandoned. The  must be gorgeous in the spring.&nbsp;",21,88,2014-11-25 03:24:19.057688,2014-11-25 03:24:19.057688
923,"Before heading down the path, turn &nbsp;back around the staircase landing to take a short pathway to <strong>""Gansevoort Overlook""</strong> and scan the street 30 feet below. &nbsp;A New York Times reviewer noted we are in the historic meatpacking district, and this architectural feature seems to mimic a massive meat cut. The crowds were light so even this narrowing pathway, which ends with several benches then occupied by visitors, seemed secluded. &nbsp;Just to the west is the future site of the Whitney Museum of American Art.&nbsp;",22,88,2014-11-25 03:24:19.060084,2014-11-25 03:24:19.060084
924,"Another view from the top of the staircase was not quite so pleasing to me. The aptly named  which straddles the pathway ahead between Little W. 12th Street and W.13th Streets, has a foundation characterized as a ""concrete-legged brute."" From its foundation rise some 15 stories of green-windowed hotel rooms, giving it a 70's feel. &nbsp;It's an eyesore, although rumor has it, it's also an eye-full at night with all that open glass and guests who are either careless or, ahem, mindful.&nbsp;",23,88,2014-11-25 03:24:19.062329,2014-11-25 03:24:19.062329
925," type=""disc"">
<li>I returned for an evening hike in mid-October after sunset. Sure enough, there were many well-lighted rooms with open drapes, but no one visible. What's more interesting at night is the subdued lighting of the pathway itself. It is illuminated by lights under the many benches, under handrails, under long round tubes near the ground, and vertical three-foot LEDs placed at various intervals. &nbsp;There is very little overhead lighting. You can't see as much as during the day, but it adds to the magic of the place at night.</li>
</ul>
<p>Also at the staircase landing, as elsewhere along much of the path, the Hudson River is visible in the distance between buildings and over aged and decaying roof tops. By this time if you haven't had your fill of seeing the Hudson River, these partially obscured views won't add much to your experience.&nbsp;",24,88,2014-11-25 03:24:19.065215,2014-11-25 03:24:19.065215
926,"Start to follow the relatively narrow path northward. The walkway itself meanders within the confines of the linear rail way from side to side, not only at this spot but throughout. Approaching Little W. 12th is <strong>""Ganesvoort Woodland,"" </strong>with birch and serviceberry trees predominating on either side of you. Look carefully for partially hidden rails embedded among the plantings. These original rails had been tagged and removed during construction and then returned. &nbsp;Keep alert for more rails throughout the hike.",25,88,2014-11-25 03:24:19.06845,2014-11-25 03:24:19.06845
927,"At Little W. 12th Street the walkway divides into center and eastern paths becoming the <strong>""Washington Grasslands,""</strong> featuring a mix of grasses and shade-loving perennials.&nbsp;",26,88,2014-11-25 03:24:19.071359,2014-11-25 03:24:19.071359
928,"If you look down to examine the pathway, the first thing you notice are one- by 12-foot cement slabs that form the smooth pavement. If you doubted these were meant to suggest rails, the raised cement borders around some of the planted areas, elegant in their simplicity, are unmistakably patterned after rails.&nbsp;",27,88,2014-11-25 03:24:19.074146,2014-11-25 03:24:19.074146
929,"Near ""The Standard,"" the walkway opens to its full width for the first time and includes an area to sit at tables and enjoy the outdoors and passersby. If you look down to the street this is about mid-point geographically in what is now officially called the ""Ganesvoort Market"" [from Ganesvoort St. to north to W.15th Street and 11th Avenue to east to Hudson Street]. According to , after the meatpackers leave at the end of the day, ""a stream of Sarah Jessica Parker look-alikes take their place"" at night. Now I get the rumors about window exhibitionists.&nbsp;",28,88,2014-11-25 03:24:19.076888,2014-11-25 03:24:19.076888
930,"Just before W.14th Street you walk underneath a building into a dark, spare, space with a thick wall dividing it into two large rooms. It seems designed to house long running exhibits like Stephen Vitiello's&nbsp; ""A Bell for Every Minute""&nbsp; which was installed from June 2010 to June 2011.",29,88,2014-11-25 03:24:19.07949,2014-11-25 03:24:19.07949
931,"At W.14th Street is another entrance [stairs and elevator] to High Line. Just beyond this point the pathway curves to the right and divides vertically in the <strong>""Sundeck Preserve.""</strong>",30,88,2014-11-25 03:24:19.082134,2014-11-25 03:24:19.082134
932," type=""disc"">
<li>The upper section consists of a sundeck with permanent lounging chairs; a few have small railroad wheels for legs and are mounted on rails. It looks like they were movable at first, but have now been secured. This level has a ""water feature"" still under construction in 2010.</li>
<li>The lower section features original rails embedded into the pathway and also raised rails as a border to separate the beds of wildflowers, grasses and sumac trees.</li>
</ul>
<p>The two levels continue into ""<strong>Chelsea</strong><strong> Market/Public Art""</strong> passageway near W.15th Street. There was little public art on the upper level the day I visited, but check the High Line web page ""Events"" tab.",31,88,2014-11-25 03:24:19.08471,2014-11-25 03:24:19.08471
933," class=""unIndentedList"">
<li>The lower pathway juts westward towards 10th Avenue below. This must have been to accommodate a spur line laid on a bridge that spans 10th Avenue. This ""Southern Spur"" is one of two preserved on the High Line. Note the broad gauge and narrow gauge tracks embedded in the pathway.</li>
<li>The other ""Northern Spur"" is at the far end of the passageway, at W.16th Street. It is designated a ""horticultural preserve"" with a jumble of [official documents call it ""impressionistic""] trees, shrubs and grasses. It has its own viewing platform.</li>
</ul>
<p>The namesake Chelsea Market District on the streets below extends east from 10th Avenue to 9th Avenue, and north between W.15th Street and W.16th Street.&nbsp;",32,88,2014-11-25 03:24:19.086963,2014-11-25 03:24:19.086963
963,"Beyond the pilings, the bike path (once again paved) begins to climb, soon reaching a junction with another park road. Turn sharply right, following the sign to ""Rockland Lake,&nbsp;and&nbsp;proceed along&nbsp;the park road past the remnants of the largest quarry in the area and a stone building, now used as a private residence. Continue uphill on the road, now paved, until you reach the barricade which marks the crossing of the Long Path, where the hike began.",10,90,2014-11-25 03:24:19.147101,2014-11-25 03:24:19.147101
934,"Continue to follow the pathway northward beyond the W.16th Street entrance to where it turns gently left passing over 10th Avenue at W.17th Street. &nbsp;Here, at <strong>Tenth Avenue Square,</strong> is one of the most unique ""viewpoints"" I've encountered on any hike. A cut has been made into the High Line's deck directly above 10th Avenue, with steps, ramps, and long benches added to allow visitors to descend down several layers into and below the structure. The lowest level has been fitted with upright windows overlooking 10th Avenue; it all has the feel of an amphitheatre where ""The Show"" is traffic travelling up the avenue. No timber rattlesnakes or brown bears to worry about here, at least the wild animal variety. The original sub-structure itself can be viewed through vertical wooden slats and is lighted at night [caution: the steps are dark at night]. &nbsp;The Square also features a grove of three-flower maple trees providing shade for the benches underneath.&nbsp;",33,88,2014-11-25 03:24:19.088986,2014-11-25 03:24:19.088986
935,"Leaving The Square you enter a wide section of the pathway. On its Hudson River side, vines being trained on tall trellises together with continuous benches for resting and observing make for a pleasant garden feeling. The pathway curves again and narrows as you approach W.18th Street [another entrance point], then meanders back and forth along the <strong>""Chelsea Grasslands."" </strong>This remaining section felt the most open, and oddly barren, in spite of the dense plantings of prairie grasses and bushes. A view of the top of the Empire State Building framed through this vegetation captures the unique setting of the hike.",34,88,2014-11-25 03:24:19.091627,2014-11-25 03:24:19.091627
936,"The High Line ends abruptly at W.20th Street at a chain link fence blocking the way. According to my pedometer this point is somewhere short of four miles from the start of the hike at the WTC. If you decide to exit here and came via PATH, there are stations at 6th Avenue and either 23rd or 14th Streets. See High Line Map for subway information.&nbsp;",35,88,2014-11-25 03:24:19.093735,2014-11-25 03:24:19.093735
937,"The day I visited, workers were actively preparing Section 2 which will to extend up to W.30th Street and is scheduled to open the Spring 2011. Development is still pending for the 3rd section at the West Side Rail Yards.&nbsp;",36,88,2014-11-25 03:24:19.09604,2014-11-25 03:24:19.09604
938,"style=""padding-left: 30px;"">Note: Section 2 opened to the public on June 8, 2011.&nbsp; The Friends of the High Line marked the occasion by observing:",37,88,2014-11-25 03:24:19.098192,2014-11-25 03:24:19.098192
939,"style=""padding-left: 30px;"">""The opening of the new section doubles the length of the public park. After years of planning, design and construction, the High Line is now one mile long, running from Gansevoort Street to West 30th Street, connecting the Meatpacking District, West Chelsea, and Hell's Kitchen.",38,88,2014-11-25 03:24:19.10005,2014-11-25 03:24:19.10005
940,"style=""padding-left: 30px;"">New access points are located at West 23rd Street, West 26th Street, West 28th Street, and West 30th Street, supplementing the five existing access points at Gansevoort Street, West 14th Street, West 16th Street, and West 18th Street, and West 20th Street. All access points will be open daily during the public park's summer operating hours, from 7:00 AM to 11:00 PM.""&nbsp; ",39,88,2014-11-25 03:24:19.101783,2014-11-25 03:24:19.101783
941,"style=""padding-left: 30px;"">A video peak at Section 2 during construction in December, 2010 can be viewed by ",40,88,2014-11-25 03:24:19.103414,2014-11-25 03:24:19.103414
942,"On the return trip back down the High Line walkway, stop again at Tenth Avenue Square. &nbsp;At this point, standing in the grove of trees, it is possible to look south down the Hudson River to see Ellis Island and the Statue of Liberty [for a second time] off in the distance.&nbsp;",41,88,2014-11-25 03:24:19.105036,2014-11-25 03:24:19.105036
943,"Continue on the pathway back to the Ganesvoort Street exit and the street-level plaza. Proceed south along Washington Avenue to Christopher Street [the first broad two-way street], on the way observe that many of the narrow cross streets are still paved with bricks. Go left on Christopher Street, turning away from the Hudson River and walk one and a half blocks. In the middle of the block between Greenwich Street and Hudson Street, on the north side, is the unassuming, easily missed, entrance to the Christopher Street PATH station. &nbsp;From one PATH station to another, the hike is probably a quarter mile short of five.&nbsp;",42,88,2014-11-25 03:24:19.106678,2014-11-25 03:24:19.106678
944,"The deeply felt wounds but energetic rebuilding enveloping the World Trade Center site, the natural beauty of the Hudson River with its historic views, and the inspired design and unique setting of the High Line all make for a most thought provoking and thoroughly delightful hike. When I'm on the trails in southern Harriman State Park I can only see the tip of Manhattan; on this hike I experienced it on the ground.",43,88,2014-11-25 03:24:19.108383,2014-11-25 03:24:19.108383
945,.],44,88,2014-11-25 03:24:19.110157,2014-11-25 03:24:19.110157
946,"Date of hike:&nbsp; August 26, 2010",45,88,2014-11-25 03:24:19.111842,2014-11-25 03:24:19.111842
947,"v class=""hike-heading"">Turn by turn description</div>
       <p>1. Exit temporary WTC PATH station at Vesey and Greenwich streets, turn right [east] away from the Hudson River towards Church Street<br> 2. Turn right on Church Street, walk four blocks south [name changes to Trinity Place]<br> 3. Turn right on Liberty Street [look for orange directional sign ""World Financial Center, North Cove Marina, Battery City Park""].<br> 4. Walk one block west on Liberty just pass the NYFD Engine #10 and Ladder #10 Firehouse and turn left [look for another orange directional sign]. The FDNY [9-11] Memorial Wall is on the west wall of the firehouse. <br> 5. Continue one block to Albany Street and turn right [follow yet another orange directional sign]. Stay on Albany Street going west across very busy West Street [here ignore the orange sign] until you reach the Hudson River and the broad pathway of The Esplanade.<br> 6. Turn right, going up-river, passing North Cove Marina and the World Financial Center and several smaller parks along Battery City Park. <br> 7. The Esplanade ultimately turns right [east], leading to a bike/pedestrian path just before West Street. Using caution, turn left [north] entering Hudson River Park on the pathway.<br> 8. In four blocks [The Borough of Manhattan Community College takes up two of those across West Street] at Laight Street turn left, again cautiously, towards the Hudson River. <br> 9. Continue north up the Hudson River Park to Pier 51 just before the massive NYC Department of Sanitation, exit right onto Horatio Street [at roughly three miles from the start of hike, if my pedometer is to be trusted].<br> 10. Cross West Street again, stay on Horatio for one additional block to Washington Street, then turn left [north] for one block to Gansevoort Street.<br> 11. Climb the steps from the street level Gansevoort Plaza to reach the High Line.<br> 12. Once on upper stair landing, turn left and back to Gansevoort Overlook where the High Line pathway ends abruptly 30 feet above street level<br> 13. Return to stair landing; continue north for approximately one-half mile to the end of Section 1 at 20th Street",46,88,2014-11-25 03:24:19.113542,2014-11-25 03:24:19.113542
964,">
<p>To view a photo collection for this hike, click .",11,90,2014-11-25 03:24:19.148864,2014-11-25 03:24:19.148864
965,"The trails followed on this hike are situated on land acquired by the New York-New Jersey Trail Conference and were blazed in early 2007 by volunteers. It is anticipated that these trails will be extended in the near future to link with the Shawangunk Ridge Trail, thus making possible a hike along the ridge all the way from Port Jervis to the Mohonk Preserve. .",0,91,2014-11-25 03:24:19.153078,2014-11-25 03:24:19.153078
966,"From the trailhead, head north on a woods road, following the white blazes of the Lenape Ridge Trail. In a few hundred feet, as the road curves to the right, the white blazes turn sharply right. Follow the Lenape Ridge Trail which climbs on a footpath, passing through an attractive forest of deciduous trees and white pines, with an understory of blueberries and ferns.",1,91,2014-11-25 03:24:19.154844,2014-11-25 03:24:19.154844
1404,"A short distance ahead, the woods road followed by the Blue Trail curves sharply to the right. Just beyond, as the road curves to the left, the Blue Trail (joined by the Yellow Trail) turns left and enters the woods on a footpath, but you should continue ahead on the road, now following the Yellow Trail.",5,135,2014-11-25 03:24:20.254128,2014-11-25 03:24:20.254128
948,"ockquote>• Approaching Little W.12th Street: ""Gansevoort Woodlands""<br> • Little W.12th Street to Little W. 13th Street [and beyond]: ""Washington Woodland""<br> • Just before W.14th Street in a passageway is an exhibit space [Vitiello's, A Bell for Every Minute, June 2010 thru July 2011]<br> • W.14th Street: wheelchair accessible entrance<br> • Just beyond 14th Street: two-level ""Sundeck Preserve""<br> • W.15th Street: Chelsea Market/Public Art Space passageway - Southern Spur on lower level <br> • W.16th Street: wheelchair accessible entrance, Northern Spur <br> • Tenth Avenue Square at 17th Street with ""viewpoint"" amphitheatre cut down into rail bed structure and small tree arbor<br> • W. 18th Street: entrance, stairs only. ""Chelsea Grasslands"" extending north; views of top of Empire State Building.<br> • W. 20th Street - northern terminus at chain link fence; entrance/exit [roughly 60 stairs up and over guard railing].</blockquote>
<p>14. Retrace steps along the High Line from 20th Street to the Gansevoort Street exit at Washington Street .<br> 15. Once back at street level, follow Washington Street south to Christopher Street, turn left away from the Hudson River<br> 16. In the middle of the second block on the left [north] side is the Christopher Street PATH station with transportation back to Hoboken.",47,88,2014-11-25 03:24:19.115296,2014-11-25 03:24:19.115296
949,"At the time of this hike the map holder at the Hither Hills West Overlook was stocked with black and white maps but other map holders along the way were empty so best not to count on getting a map upon arrival.&nbsp; The East Hampton Trail Guide, a waterproof, tear&nbsp; proof, full color map can be ordered from the East Hampton Trails Preservation Society in advance.&nbsp;",0,89,2014-11-25 03:24:19.11977,2014-11-25 03:24:19.11977
950,"Where a scenic overlook is considered the payoff for your hiking efforts, this hike starts off with advance payment right at the Hither Hills West Overlook parking lot.&nbsp; Take in the 180-degree views that include the Atlantic Ocean on the other side of the highway before you begin your hike.&nbsp; <br><br>Although many of the trails are blazed with color-coded diamond markers, the corresponding colors are not shown on either of the maps.&nbsp; Signs at intersections do let you know the name of the trail to reference to the map.&nbsp; <br><br>With your back to the highway turn left and proceed to the “Petticoat Hill Trail/Elisha’s Valley Trail/Fresh Pond” sign at the corner of the parking lot.&nbsp; This trail, the Petticoat Hill Trail, is marked with brown diamonds and starts out on a wood chip walking surface which will become packed sand and dirt in .15 mile.&nbsp;&nbsp; A few forks along the way merge back together so it doesn’t matter which way you go.&nbsp; Keep to the left following the sign for Elisha’s Valley Loop when the Overlook Bypass Trail leaves to the right.<br><br>",1,89,2014-11-25 03:24:19.121482,2014-11-25 03:24:19.121482
951,"",2,89,2014-11-25 03:24:19.123184,2014-11-25 03:24:19.123184
